Customer ID,Gender,Age,Senior Citizen,Married,Dependents,City,State,Tenure in Months,Tenure Bucket,Contract,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Revenue,Satisfaction Score,Churn Score,CLTV,Churned,Churn Label,Churn Category,Churn Reason,At Risk Flag
4667-OHGKG,Male,61,No,No,No,Summerland,California,1,0-12,Month-to-Month,,Credit Card,19.3,19.3,68.5,3,91,4266,1,Yes,Dissatisfaction,Service dissatisfaction,Normal
1660-HSOOQ,Male,60,No,No,No,Santa Barbara,California,1,0-12,Month-to-Month,DSL,Credit Card,49.65,49.65,93.83,3,90,5338,1,Yes,Dissatisfaction,Lack of self-service on Website,Normal
7253-UVNDW,Female,52,No,No,No,Santa Barbara,California,46,25-48,Two Year,DSL,Credit Card,54.35,2460.15,4539.35,3,83,2793,1,Yes,Dissatisfaction,Network reliability,Normal
7228-OMTPN,Male,32,No,No,No,Santa Barbara,California,4,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,88.45,370.65,567.21,3,91,2456,1,Yes,Other,Don't know,Normal
2344-JMOGN,Male,54,No,Yes,No,Buttonwillow,California,9,0-12,Month-to-Month,Fiber Optic,Credit Card,94.85,890.6,1047.83,2,72,3016,1,Yes,Other,Don't know,Normal
3799-ISUZQ,Male,49,No,Yes,No,California Hot Springs,California,7,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,69.95,529.5,777.44,2,90,3296,1,Yes,Dissatisfaction,Poor expertise of online support,Normal
1794-HBQTJ,Female,22,No,No,No,Corcoran,California,1,0-12,Month-to-Month,Cable,Credit Card,48.6,48.6,55.14,1,83,4207,1,Yes,Dissatisfaction,Poor expertise of phone support,Normal
4818-DRBQT,Male,29,No,Yes,No,Farmersville,California,29,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,80.15,2265.25,3020.12,3,83,5189,1,Yes,Attitude,Attitude of support person,Normal
1320-HTRDR,Female,30,No,No,No,Fellows,California,3,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,75.5,220.6,363.13,2,79,5948,1,Yes,Attitude,Attitude of service provider,Normal
1493-AMTIE,Male,28,No,No,No,Ivanhoe,California,1,0-12,Month-to-Month,,Bank Withdrawal,20.2,20.2,31.18,1,87,5394,1,Yes,Price,Long distance charges,Normal
6424-ELEYH,Female,39,No,Yes,No,Lebec,California,3,0-12,Month-to-Month,Fiber Optic,Credit Card,74.75,229.5,335.04,1,65,3972,1,Yes,Competitor,Competitor had better devices,Normal
4391-RESHN,Male,49,No,No,No,Lemon Cove,California,23,13-24,Month-to-Month,Fiber Optic,Credit Card,104.05,2470.1,2844.54,1,93,5963,1,Yes,Competitor,Competitor had better devices,Normal
6821-BUXUX,Female,28,No,No,No,Temecula,California,13,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,96.65,1244.5,1465.76,1,65,2110,1,Yes,Competitor,Competitor made better offer,Normal
9801-GDWGV,Female,52,No,No,No,Temecula,California,39,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,103.45,3994.45,5349.31,2,83,4811,1,Yes,Competitor,Competitor made better offer,Normal
2320-JRSDE,Female,33,No,Yes,Yes,Richgrove,California,1,0-12,Month-to-Month,,Bank Withdrawal,19.9,19.9,27.39,3,73,4633,1,Yes,Attitude,Attitude of service provider,Normal
0601-WZHJF,Male,53,No,Yes,No,Shafter,California,14,13-24,Month-to-Month,DSL,Bank Withdrawal,46.35,667.7,667.7,3,76,5360,1,Yes,Attitude,Attitude of service provider,Normal
5143-WMWOG,Male,62,No,No,No,Stratford,California,1,0-12,Month-to-Month,,Bank Withdrawal,19.95,19.95,37.56,2,83,2051,1,Yes,Attitude,Attitude of support person,Normal
5393-RXQSZ,Male,40,No,No,No,Taft,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,79.6,79.6,98.92,3,91,2199,1,Yes,Attitude,Attitude of support person,Normal
0231-LXVAP,Male,23,No,No,No,Temecula,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,75.9,75.9,120.46,3,66,3389,1,Yes,Competitor,Competitor made better offer,Normal
9444-JTXHZ,Male,53,No,Yes,No,Tulare,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,76.2,76.2,161.35,3,83,5973,1,Yes,Other,Don't know,Normal
5510-BOIUJ,Male,35,No,No,Yes,Visalia,California,1,0-12,Month-to-Month,,Credit Card,19.25,19.25,32.06,3,80,5437,1,Yes,Attitude,Attitude of service provider,Normal
4471-KXAUH,Female,58,No,Yes,No,Woody,California,42,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,84.3,3588.4,4039.06,3,91,2514,1,Yes,Attitude,Attitude of service provider,Normal
7638-QVMVY,Female,63,No,No,No,Visalia,California,7,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,79.0,522.95,705.58,2,92,3735,1,Yes,Attitude,Attitude of support person,Normal
3244-DCJWY,Female,27,No,No,No,Bakersfield,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,70.25,70.25,93.25,1,89,4133,1,Yes,Competitor,Competitor had better devices,Normal
7812-FZHPE,Female,31,No,Yes,Yes,Bradley,California,17,13-24,Month-to-Month,,Credit Card,24.1,409.9,720.3199999999999,1,86,4648,1,Yes,Price,Long distance charges,Normal
4797-AXPXK,Female,64,No,No,Yes,Lompoc,California,1,0-12,Month-to-Month,DSL,Bank Withdrawal,60.0,60.0,113.48,1,93,4531,1,Yes,Attitude,Attitude of service provider,Normal
5229-PRWKT,Male,47,No,No,No,Lompoc,California,8,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,86.55,649.65,847.73,3,80,4193,1,Yes,Attitude,Attitude of service provider,Normal
5057-LCOUI,Female,35,No,No,No,Nipomo,California,39,25-48,Month-to-Month,DSL,Bank Withdrawal,50.75,2011.4,2011.4,3,94,4119,1,Yes,Attitude,Attitude of support person,Normal
0156-FVPTA,Male,48,No,Yes,No,Solvang,California,22,13-24,Month-to-Month,DSL,Bank Withdrawal,54.2,1152.7,1751.98,2,87,5102,1,Yes,Attitude,Attitude of service provider,Normal
1984-FCOWB,Female,21,No,Yes,No,Templeton,California,70,49-72,One Year,Fiber Optic,Bank Withdrawal,109.5,7674.55,10756.15,2,91,4191,1,Yes,Attitude,Attitude of service provider,Normal
0654-HMSHN,Male,45,No,Yes,No,Mojave,California,21,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,104.4,2157.95,3053.6,2,77,3796,1,Yes,Attitude,Attitude of support person,Normal
5196-SGOAK,Female,39,No,No,No,Caliente,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,75.7,75.7,84.75,3,93,4884,1,Yes,Attitude,Attitude of support person,Normal
6108-OQZDQ,Female,21,No,Yes,No,Keene,California,4,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,97.95,384.5,424.42,3,72,2570,1,Yes,Attitude,Attitude of service provider,Normal
0363-QJVFX,Male,22,No,No,No,Lake Hughes,California,32,25-48,Month-to-Month,Fiber Optic,Credit Card,108.15,3432.9,4318.9800000000005,1,69,2541,1,Yes,Attitude,Attitude of service provider,Normal
9840-DVNDC,Male,45,No,No,No,Lancaster,California,6,0-12,Month-to-Month,Fiber Optic,Credit Card,80.5,463.05,511.4500000000001,2,96,2181,1,Yes,Attitude,Attitude of support person,Normal
8042-JVNFH,Male,23,No,No,No,Olancha,California,1,0-12,Month-to-Month,Fiber Optic,Credit Card,71.35,71.35,106.63,3,92,5730,1,Yes,Attitude,Attitude of support person,Normal
3374-LXDEV,Female,42,No,No,No,Pearblossom,California,13,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,89.4,1132.35,1244.02,1,75,2226,1,Yes,Competitor,Competitor had better devices,Normal
5049-GLYVG,Male,56,No,No,No,Badger,California,1,0-12,Month-to-Month,,Credit Card,20.6,20.6,67.86,1,90,3618,1,Yes,Price,Long distance charges,Normal
5883-GTGVD,Male,54,No,No,No,Biola,California,19,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,99.95,1931.75,1973.36,1,76,3670,1,Yes,Competitor,Competitor had better devices,Normal
4817-QRJSX,Female,46,No,No,No,Clovis,California,10,0-12,Month-to-Month,Fiber Optic,Credit Card,81.0,818.05,1313.05,2,95,2946,1,Yes,Attitude,Attitude of support person,Normal
9985-MWVIX,Female,53,No,No,No,Hume,California,1,0-12,Month-to-Month,Fiber Optic,Credit Card,70.15,70.15,112.24,1,90,5773,1,Yes,Competitor,Competitor had better devices,Normal
2237-ZFSMY,Female,29,No,No,No,Riverdale,California,39,25-48,One Year,Fiber Optic,Bank Withdrawal,95.55,3692.85,3867.57,1,73,2767,1,Yes,Attitude,Attitude of service provider,Normal
6711-VTNRE,Female,42,No,No,No,Tranquillity,California,36,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,87.55,3078.1,4076.02,1,92,2558,1,Yes,Competitor,Competitor had better devices,Normal
4548-SDBKE,Female,26,No,No,No,San Dimas,California,5,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,85.2,474.8,647.25,3,87,4109,1,Yes,Attitude,Attitude of service provider,Normal
8066-POXGX,Female,28,No,No,No,Fresno,California,13,13-24,Month-to-Month,Cable,Bank Withdrawal,35.1,446.1,446.1,3,79,3104,1,Yes,Attitude,Attitude of service provider,Normal
4143-OOBWZ,Male,33,No,Yes,No,Fresno,California,5,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,81.3,416.3,541.85,2,91,3819,1,Yes,Attitude,Attitude of service provider,Normal
7854-EKTJL,Female,31,No,No,Yes,Salinas,California,2,0-12,Month-to-Month,,Bank Withdrawal,19.6,35.85,95.47,3,66,2843,1,Yes,Attitude,Attitude of support person,Normal
9102-IAYHT,Female,29,No,Yes,No,Salinas,California,17,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,85.45,1451.6,2263.52,3,94,3670,1,Yes,Attitude,Attitude of support person,Normal
3422-LYEPQ,Male,57,No,Yes,No,Carmel By The Sea,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,71.0,71.0,89.84,2,89,4207,1,Yes,Attitude,Attitude of support person,Normal
4361-JEIVL,Male,29,No,No,Yes,Greenfield,California,1,0-12,Month-to-Month,DSL,Bank Withdrawal,44.4,44.4,51.54,3,82,4067,1,Yes,Attitude,Attitude of service provider,Normal
9507-EXLTT,Female,30,No,Yes,No,Seaside,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,79.35,79.35,102.98,2,77,3492,1,Yes,Attitude,Attitude of support person,Normal
9846-GKXAS,Female,53,No,No,No,Burlingame,California,9,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,90.8,809.75,821.81,3,70,2578,1,Yes,Attitude,Attitude of support person,Normal
6017-PPLPX,Male,47,No,Yes,No,Daly City,California,20,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,70.45,1470.95,1800.75,1,87,4773,1,Yes,Competitor,Competitor had better devices,Normal
4581-SSPWD,Female,63,No,No,No,Mountain View,California,3,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,75.8,246.3,271.90000000000003,1,93,5475,1,Yes,Competitor,Competitor had better devices,Normal
0378-NHQXU,Female,31,No,Yes,No,South San Francisco,California,17,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,88.25,1460.65,1765.12,2,68,4041,1,Yes,Other,Deceased,Normal
4512-ZUIYL,Female,31,No,No,No,Sunnyvale,California,2,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,70.0,153.05,228.57,3,81,2928,1,Yes,Other,Moved,Normal
7969-AULMZ,Female,63,No,No,No,San Francisco,California,21,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,97.35,2119.5,2309.76,3,89,4321,1,Yes,Other,Moved,Normal
0568-ONFPC,Male,34,No,Yes,Yes,San Francisco,California,5,0-12,Month-to-Month,,Bank Withdrawal,25.9,135.0,335.25,1,83,2102,1,Yes,Other,Moved,Normal
0733-VUNUW,Male,43,No,No,No,San Francisco,California,24,13-24,Month-to-Month,DSL,Bank Withdrawal,55.65,1400.55,1676.31,1,90,4126,1,Yes,Competitor,Competitor had better devices,Normal
4550-EVXNY,Female,52,No,No,No,San Francisco,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,69.65,69.65,118.89,2,77,2418,1,Yes,Competitor,Competitor offered higher download speeds,Normal
2968-SSGAA,Female,41,No,No,No,San Francisco,California,10,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,100.6,1060.2,1512.3000000000002,1,77,4001,1,Yes,Competitor,Competitor offered more data,Normal
6777-TGHTM,Female,44,No,No,No,San Francisco,California,53,49-72,One Year,Fiber Optic,Credit Card,106.95,5785.5,7364.9,1,90,5550,1,Yes,Competitor,Competitor had better devices,Normal
3538-WZPHD,Male,46,No,No,No,San Francisco,California,3,0-12,Month-to-Month,Cable,Bank Withdrawal,29.6,79.45,79.45,1,76,2734,1,Yes,Competitor,Competitor had better devices,Normal
8610-WFCJF,Female,53,No,Yes,No,Palo Alto,California,49,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,95.6,4783.5,7215.370000000001,1,69,5732,1,Yes,Competitor,Competitor offered higher download speeds,Normal
4905-JEFDW,Male,39,No,No,No,Palo Alto,California,11,0-12,One Year,DSL,Bank Withdrawal,41.6,470.6,470.6,2,81,3119,1,Yes,Competitor,Competitor offered higher download speeds,Normal
7881-INRLC,Male,34,No,No,No,San Mateo,California,45,25-48,Month-to-Month,Fiber Optic,Credit Card,100.85,4740.0,5375.4,1,70,4898,1,Yes,Competitor,Competitor offered more data,Normal
0117-LFRMW,Male,52,No,Yes,Yes,Angwin,California,37,25-48,Month-to-Month,DSL,Bank Withdrawal,40.2,1448.8,1448.8,2,80,3627,1,Yes,Competitor,Competitor offered more data,Normal
6172-FECYY,Male,55,No,Yes,No,Antioch,California,49,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,84.5,4254.85,6195.25,3,85,4639,1,Yes,Competitor,Competitor offered more data,Normal
4786-UKSNZ,Male,45,No,No,No,Clayton,California,1,0-12,Month-to-Month,,Credit Card,20.2,20.2,31.45,2,91,5418,1,Yes,Competitor,Competitor made better offer,Normal
4192-GORJT,Male,43,No,Yes,No,Fremont,California,5,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,94.45,498.1,694.9000000000001,1,77,4580,1,Yes,Competitor,Competitor had better devices,Normal
7240-ETPTR,Female,51,No,Yes,No,Pope Valley,California,9,0-12,Month-to-Month,DSL,Bank Withdrawal,48.75,442.2,452.2,2,90,4359,1,Yes,Price,Lack of affordable download/upload speed,Normal
2202-CUYXZ,Male,25,No,No,No,Dublin,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,84.85,84.85,120.92,1,77,3086,1,Yes,Competitor,Competitor had better devices,Normal
5995-OIGLP,Male,42,No,No,No,Port Costa,California,12,0-12,Month-to-Month,Cable,Credit Card,56.65,654.85,750.49,1,90,3043,1,Yes,Price,Extra data charges,Normal
6261-RCVNS,Female,22,No,No,No,Rodeo,California,42,25-48,One Year,DSL,Credit Card,73.9,3160.55,3402.05,2,71,2774,1,Yes,Price,Price too high,Normal
7951-QKZPL,Female,21,No,Yes,No,Saint Helena,California,33,25-48,Two Year,,Credit Card,24.5,740.3,1870.48,3,77,5194,1,Yes,Price,Long distance charges,Normal
3640-PHQXK,Female,54,No,No,No,Union City,California,31,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,89.9,2806.9,2961.9500000000003,2,85,2031,1,Yes,Dissatisfaction,Service dissatisfaction,Normal
8019-ENHXU,Male,50,No,Yes,No,Oakland,California,42,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,99.45,4138.05,5702.89,2,96,4624,1,Yes,Dissatisfaction,Network reliability,Normal
9033-EOXWV,Female,57,No,No,No,Oakland,California,12,0-12,One Year,DSL,Credit Card,74.05,872.65,1335.0,3,94,4149,1,Yes,Other,Don't know,Normal
1522-VVDMG,Male,25,No,Yes,No,Oakland,California,7,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,89.75,608.8,717.39,2,90,3807,1,Yes,Dissatisfaction,Poor expertise of online support,Normal
9185-TQCVP,Male,27,No,Yes,No,Albany,California,14,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,85.15,1139.2,1398.92,2,91,4550,1,Yes,Dissatisfaction,Poor expertise of phone support,Normal
8063-RJYNF,Male,27,No,No,No,Richmond,California,16,13-24,Month-to-Month,Fiber Optic,Bank Withdrawal,94.25,1483.25,1950.29,1,73,2827,1,Yes,Competitor,Competitor offered higher download speeds,Normal
0687-ZVTHB,Male,24,No,Yes,No,Richmond,California,65,49-72,One Year,Cable,Credit Card,72.45,4653.85,6378.370000000001,1,68,4415,1,Yes,Competitor,Competitor offered more data,Normal
9661-ACXBS,Female,26,No,No,No,San Rafael,California,42,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,105.2,4400.75,5765.92,1,89,2317,1,Yes,Competitor,Competitor made better offer,Normal
3727-RJMEO,Male,34,No,Yes,No,Rohnert Park,California,6,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,82.85,460.25,462.84,1,78,4458,1,Yes,Competitor,Competitor had better devices,Normal
5685-IIXLY,Female,54,No,Yes,No,Novato,California,5,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,83.6,404.2,414.76,3,93,4565,1,Yes,Competitor,Competitor offered higher download speeds,Normal
4250-ZBWLV,Male,24,No,No,No,Olema,California,68,49-72,One Year,Fiber Optic,Bank Withdrawal,108.45,7176.55,8645.19,3,65,4454,1,Yes,Competitor,Competitor offered higher download speeds,Normal
5095-AESKG,Female,33,No,Yes,No,Sausalito,California,3,0-12,Month-to-Month,Fiber Optic,Credit Card,91.5,242.95,347.78,3,76,5646,1,Yes,Competitor,Competitor offered higher download speeds,Normal
1871-MOWRM,Male,57,No,Yes,No,Woodacre,California,12,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,80.85,866.45,1061.85,1,87,4306,1,Yes,Competitor,Competitor offered more data,Normal
2027-OAQQC,Female,64,No,No,No,Aptos,California,43,25-48,Month-to-Month,DSL,Bank Withdrawal,49.05,2076.2,2055.91,1,92,4044,1,Yes,Competitor,Competitor offered more data,Normal
1555-DJEQW,Female,21,No,Yes,No,Cupertino,California,70,49-72,Two Year,Fiber Optic,Bank Withdrawal,114.2,7723.9,8849.96,1,73,5947,1,Yes,Price,Price too high,Normal
0519-XUZJU,Female,56,No,No,No,Felton,California,1,0-12,Month-to-Month,Fiber Optic,Mailed Check,70.75,70.75,96.75,2,93,3963,1,Yes,Dissatisfaction,Service dissatisfaction,Normal
6338-AVWCY,Male,19,No,No,No,Escondido,California,3,0-12,Month-to-Month,DSL,Mailed Check,40.15,130.75,130.75,3,75,4710,1,Yes,Competitor,Competitor made better offer,Normal
9445-SZLCH,Female,39,No,Yes,No,Santa Clara,California,36,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,97.35,3457.9,4335.3,2,86,4544,1,Yes,Dissatisfaction,Limited range of services,Normal
7568-PODML,Male,34,No,No,No,Watsonville,California,1,0-12,Month-to-Month,DSL,Mailed Check,45.3,45.3,45.3,1,69,4954,1,Yes,Competitor,Competitor had better devices,Normal
5349-IECLD,Male,61,No,No,No,San Jose,California,2,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,94.95,178.1,230.2,1,87,4493,1,Yes,Competitor,Competitor had better devices,Normal
3945-GFWQL,Female,33,No,No,Yes,San Jose,California,12,0-12,Month-to-Month,DSL,Bank Withdrawal,44.55,480.6,524.3100000000001,3,89,4162,1,Yes,Price,Extra data charges,Normal
3797-VTIDR,Male,55,No,Yes,No,San Jose,California,1,0-12,Month-to-Month,DSL,Bank Withdrawal,23.45,23.45,23.45,2,90,4517,1,Yes,Price,Price too high,Normal
9526-BIHHD,Male,30,No,No,No,San Jose,California,1,0-12,Month-to-Month,Cable,Mailed Check,29.7,29.7,29.7,1,74,3383,1,Yes,Dissatisfaction,Product dissatisfaction,Normal
4523-WXCEF,Female,21,No,Yes,No,San Jose,California,59,49-72,Month-to-Month,Fiber Optic,Bank Withdrawal,101.1,6039.9,6584.469999999999,2,87,4160,1,Yes,Dissatisfaction,Service dissatisfaction,Normal
8364-TRMMK,Female,51,No,No,No,San Jose,California,3,0-12,Month-to-Month,Cable,Mailed Check,50.65,151.3,218.98,1,76,2876,1,Yes,Dissatisfaction,Lack of self-service on Website,Normal
3063-QFSZL,Female,37,No,No,No,San Jose,California,1,0-12,Month-to-Month,Cable,Bank Withdrawal,55.4,55.4,68.41,1,70,2294,1,Yes,Competitor,Competitor had better devices,Normal
9249-FXSCK,Female,20,No,No,No,Acampo,California,52,49-72,One Year,Fiber Optic,Credit Card,111.25,5916.45,7667.059999999999,1,90,4861,1,Yes,Competitor,Competitor offered more data,Normal
5493-SDRDQ,Male,19,No,No,No,Angels Camp,California,2,0-12,Month-to-Month,Cable,Mailed Check,55.1,113.35,124.01,1,70,4235,1,Yes,Competitor,Competitor made better offer,Normal
0871-URUWO,Male,36,No,Yes,No,Sheep Ranch,California,13,13-24,Month-to-Month,Fiber Optic,Credit Card,102.25,1359.0,1756.15,1,66,2003,1,Yes,Competitor,Competitor had better devices,Normal
0870-VEMYL,Female,34,No,No,No,Columbia,California,5,0-12,Month-to-Month,Cable,Credit Card,53.85,259.8,368.44,1,74,5435,1,Yes,Competitor,Competitor offered higher download speeds,Normal
3982-XWFZQ,Female,30,No,Yes,No,Denair,California,42,25-48,Month-to-Month,Cable,Bank Withdrawal,50.25,2203.65,2628.34,2,90,4873,1,Yes,Competitor,Competitor offered more data,Normal
4009-ALQFH,Female,35,No,No,No,Groveland,California,25,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,99.5,2369.05,3560.05,3,90,5932,1,Yes,Competitor,Competitor offered more data,Normal
3627-FCRDW,Female,49,No,No,No,Hughson,California,9,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,71.0,672.55,884.8799999999999,3,81,2236,1,Yes,Competitor,Competitor offered more data,Normal
7562-GSUHK,Female,40,No,No,No,Jamestown,California,16,13-24,Month-to-Month,Fiber Optic,Credit Card,93.2,1573.7,2190.16,1,75,5497,1,Yes,Competitor,Competitor made better offer,Normal
4903-UYAVB,Male,53,No,Yes,No,Lathrop,California,5,0-12,Month-to-Month,,Mailed Check,19.35,126.05,284.85,1,90,3864,1,Yes,Competitor,Competitor made better offer,Normal
6776-TLWOI,Male,29,No,No,No,Livingston,California,3,0-12,Month-to-Month,,Mailed Check,19.85,64.55,160.57999999999998,1,93,2158,1,Yes,Price,Price too high,Normal
4077-CROMM,Female,51,No,Yes,No,Modesto,California,31,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,104.2,3243.45,3342.07,1,68,5000,1,Yes,Dissatisfaction,Product dissatisfaction,Normal
2868-MZAGQ,Male,49,No,No,No,Modesto,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,79.25,79.25,99.23,1,83,5533,1,Yes,Dissatisfaction,Service dissatisfaction,Normal
4847-QNOKA,Female,30,No,No,No,Modesto,California,1,0-12,Month-to-Month,DSL,Bank Withdrawal,44.9,44.9,86.68,2,76,2632,1,Yes,Dissatisfaction,Lack of self-service on Website,Normal
6379-RXJRQ,Male,42,No,Yes,No,Modesto,California,10,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,70.1,659.65,845.26,2,92,2457,1,Yes,Dissatisfaction,Network reliability,Normal
8650-RHRKE,Male,27,No,No,No,Oakdale,California,4,0-12,Month-to-Month,DSL,Bank Withdrawal,29.65,118.5,118.5,3,71,4207,1,Yes,Dissatisfaction,Limited range of services,Normal
0475-RIJEP,Male,47,No,No,No,Pinecrest,California,43,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,77.85,3365.85,5478.4400000000005,1,91,5107,1,Yes,Price,Lack of affordable download/upload speed,Normal
1260-TTRXI,Male,64,No,No,No,Planada,California,4,0-12,Month-to-Month,DSL,Bank Withdrawal,54.3,195.3,435.9,2,87,5834,1,Yes,Price,Long distance charges,Normal
4789-KWMXN,Male,42,No,Yes,No,Tuolumne,California,47,25-48,One Year,Fiber Optic,Credit Card,110.85,5275.8,6164.81,1,90,3344,1,Yes,Price,Price too high,Normal
2867-UIMSS,Male,24,No,No,No,Vernalis,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,80.5,80.5,116.27,1,85,2734,1,Yes,Dissatisfaction,Product dissatisfaction,Normal
8111-RKSPX,Male,20,No,No,No,Santa Rosa,California,4,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,72.2,305.55,425.47,2,89,5668,1,Yes,Dissatisfaction,Service dissatisfaction,Normal
1585-MQSSU,Male,36,No,No,No,Santa Rosa,California,17,13-24,Month-to-Month,Cable,Mailed Check,51.5,900.5,1657.36,1,94,5659,1,Yes,Dissatisfaction,Lack of self-service on Website,Normal
8559-CIZFV,Male,34,No,Yes,No,Annapolis,California,21,13-24,One Year,Cable,Mailed Check,77.5,1625.0,2055.58,2,74,5353,1,Yes,Other,Don't know,Normal
7547-EKNFS,Male,37,No,Yes,No,Caspar,California,42,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,95.25,3959.35,4698.969999999999,1,89,2075,1,Yes,Attitude,Attitude of service provider,Normal
4439-JMPMT,Female,38,No,Yes,No,Comptche,California,5,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,85.75,470.95,432.39,1,71,3608,1,Yes,Attitude,Attitude of support person,Normal
2575-GFSOE,Female,25,No,Yes,No,Graton,California,7,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,69.0,506.9,569.55,2,65,5672,1,Yes,Attitude,Attitude of service provider,Normal
2842-JTCCU,Male,27,No,No,No,Hopland,California,2,0-12,Month-to-Month,Cable,Bank Withdrawal,46.05,80.35,149.73,3,72,4662,1,Yes,Attitude,Attitude of service provider,Normal
9681-OXGVC,Female,54,No,No,No,Laytonville,California,5,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,100.5,514.0,655.0,3,85,5180,1,Yes,Competitor,Competitor made better offer,Normal
7153-OANIO,Male,48,No,No,No,Mendocino,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,69.95,69.95,97.53,1,79,5066,1,Yes,Other,Moved,Normal
6521-YYTYI,Male,59,No,No,No,Navarro,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,93.3,93.3,101.29,3,65,2578,1,Yes,Other,Moved,Normal
8878-HMWBV,Male,47,No,No,No,Nice,California,3,0-12,Month-to-Month,DSL,Bank Withdrawal,49.15,169.05,301.42,1,68,5598,1,Yes,Competitor,Competitor had better devices,Normal
3751-KTZEL,Female,62,No,No,No,Yorkville,California,1,0-12,Month-to-Month,DSL,Mailed Check,35.05,35.05,35.05,1,89,3706,1,Yes,Competitor,Competitor offered higher download speeds,Normal
0328-GRPMV,Female,43,No,No,No,Burnt Ranch,California,1,0-12,Month-to-Month,Fiber Optic,Bank Withdrawal,70.1,70.1,87.47,1,84,3706,1,Yes,Competitor,Competitor had better devices,Normal
4195-SMMNX,Male,62,No,No,No,Hydesville,California,2,0-12,Month-to-Month,,Mailed Check,20.35,33.2,97.26,2,65,5627,1,Yes,Attitude,Attitude of support person,Normal
6956-SMUCM,Female,29,No,No,No,Miranda,California,3,0-12,Month-to-Month,Fiber Optic,Credit Card,99.0,287.4,397.57,1,77,5236,1,Yes,Competitor,Competitor offered higher download speeds,Normal
3223-WZWJM,Male,36,No,No,No,Petrolia,California,26,25-48,Month-to-Month,Fiber Optic,Bank Withdrawal,83.95,2254.2,2626.0,1,85,5869,1,Yes,Competitor,Competitor offered higher download speeds,Normal
